voxel_size_m,voxel_rmse_K,hex_rmse_K,hex_closer_pixel_pct,voxel_edge_mae_K,hex_edge_mae_K,voxel_nonedge_mae_K,hex_nonedge_mae_K
0.1,2.1113146830060656,2.1751250004625335,2.918836805555556,1.7067820667764497,1.9287157448886902,1.7001047264758031,1.7256176833959278
0.75,2.704422632955279,2.6892198889861936,37.43489583333333,2.495677826762408,2.475409676082943,2.0022450225613957,1.9954581508257963
2.0,2.8626381964840064,2.6875644998212005,67.69748263888889,2.4757773548285384,2.422645426427179,2.3064403522554655,2.1795091075188964
4.0,2.483233955411331,2.323158479409931,64.16015625,2.257377718157541,2.265290291610104,2.1497955496921595,1.9741510271874614
