vza_deg,facet_mean,voxel_mean,voxel_mae,voxel_rmse,voxel_bias,voxel_corr,hex_mean,hex_mae,hex_rmse,hex_bias,hex_corr,hex_mae_improvement_pct,hex_rmse_improvement_pct
0,0.06675726175308228,0.06628779321908951,0.011977857910096645,0.01686936244368553,-0.0004694662638939917,0.23311772011742113,0.06645966321229935,0.010816831141710281,0.015893440693616867,-0.0002976017422042787,0.22384723929646985,9.693108543287066,5.785172695924656
